🔍 Listando clases relacionadas con 'SendRequests' o 'Friend'...
🗂 Assembly: Lettuce.Presentation.Friend.dll | Namespace:  | Clase: <FriendRejectRequestsAsync>d__13
🗂 Assembly: Lettuce.Presentation.Friend.dll | Namespace:  | Clase: <FriendSendRequestsAsync>d__11
🗂 Assembly: Lettuce.Presentation.Friend.dll | Namespace:  | Clase: <UpdateTargetFriendStatus>d__8
🗂 Assembly: Lettuce.Presentation.Friend.dll | Namespace: Lettuce.Presentation.Friend | Clase: SocialUIFriendSearchResultDialogPresenter
🗂 Assembly: Lettuce.Presentation.Friend.dll | Namespace:  | Clase: <ShowFriendTopListAnimationAsync>d__34
🗂 Assembly: Lettuce.Presentation.Friend.dll | Namespace: Lettuce.Presentation.Friend | Clase: SocialUIFriendTopDialog
🗂 Assembly: Lettuce.Presentation.Friend.dll | Namespace:  | Clase: <ShowFriendTopListAnimationAsync>d__15
🗂 Assembly: Lettuce.Presentation.Friend.dll | Namespace: Lettuce.Presentation.Friend | Clase: SocialUIFriendTopDialogPresenter
🗂 Assembly: Lettuce.Presentation.Friend.dll | Namespace: Lettuce.Presentation.Friend | Clase: SocialUIFriendTopListCell
🗂 Assembly: Lettuce.Presentation.Friend.dll | Namespace:  | Clase: FriendCellView
🗂 Assembly: Lettuce.Presentation.Friend.dll | Namespace: Lettuce.Presentation.Friend | Clase: SocialUIFriendTopListCellViewModel
🗂 Assembly: Lettuce.Presentation.Friend.dll | Namespace: Lettuce.Presentation.Friend | Clase: SocialUIFriendUnregisterDialog
🗂 Assembly: Lettuce.Presentation.Friend.dll | Namespace: Lettuce.Presentation.Friend | Clase: SocialUIFriendUnregisterDialogPresenter
🗂 Assembly: Lettuce.Presentation.Friend.dll | Namespace: Lettuce.Presentation.Friend | Clase: SocialUIFriendUserIdSearchErrorPresenter
🗂 Assembly: Lettuce.Presentation.Friend.dll | Namespace: Lettuce.Presentation.Friend | Clase: FriendSort
🗂 Assembly: Lettuce.Presentation.Friend.dll | Namespace: Lettuce.Presentation.Friend | Clase: FriendUISortDialogViewModel
🗂 Assembly: Lettuce.Presentation.Friend.dll | Namespace: Lettuce.Presentation.Friend | Clase: FriendUISortOrderArrowView
🗂 Assembly: Lettuce.Presentation.Friend.dll | Namespace: Lettuce.Presentation.Friend | Clase: FriendUISortToggleButton
🗂 Assembly: Lettuce.Presentation.Friend.dll | Namespace: Lettuce.Presentation.Friend | Clase: FriendUISortToggleGroup
🗂 Assembly: Lettuce.Presentation.Friend.dll | Namespace: Lettuce.Presentation.Friend | Clase: FriendUISortToggleItem
🗂 Assembly: Lettuce.Presentation.Friend.dll | Namespace: Lettuce.Presentation.Friend | Clase: SocialUIFriendSortDialog
🗂 Assembly: Lettuce.Presentation.Friend.dll | Namespace: Lettuce.Presentation.Friend | Clase: SocialUIFriendSortDialogPresenter
🗂 Assembly: Lettuce.Presentation.Friend.dll | Namespace: Lettuce.Presentation.Friend | Clase: FriendStateMachine
🗂 Assembly: Lettuce.Presentation.Friend.dll | Namespace: Lettuce.Presentation.Friend | Clase: FriendStateBase
🗂 Assembly: Lettuce.Infrastructure.Impl.ActivityData.dll | Namespace:  | Clase: ProfileOtherPlayerUpdatedFriendStatusMessage
🗂 Assembly: Lettuce.Infrastructure.Impl.ActivityData.dll | Namespace:  | Clase: ReturnToSocialFromFriendMessage
🗂 Assembly: Lettuce.Infrastructure.Impl.ActivityData.dll | Namespace: Lettuce.Infrastructure.Impl.ActivityData | Clase: FriendActivityParameter
🗂 Assembly: Lettuce.Infrastructure.ActivityTransaction.dll | Namespace: Lettuce.Infrastructure.Impl.ActivityTransaction | Clase: FriendTopPageTransaction
🗂 Assembly: Lettuce.Infrastructure.Friend.dll | Namespace: Lettuce.Infrastructure.Friend | Clase: FriendSystem
[2107113SI::PID::9105 ]->
